桥现浇混凝土25,-34930.55,19475,398.68,-35051.13,19925,407.37,-25102.19,19925,433.23,-24981.61,19475,424.55,-34930.55,19475,898.68,-35051.13,19925,907.37,-25102.19,19925,933.23,-24981.61,19475,924.55
桥现浇混凝土26,-24960.9,19475,424.6,-25081.48,19925,433.29,-15122.19,19925,459.18,-15001.61,19475,450.5,-24960.9,19475,924.6,-25081.48,19925,933.29,-15122.19,19925,959.18,-15001.61,19475,950.5
桥现浇混凝土27,-14980.9,19475,450.55,-15101.48,19925,459.24,-5152.54,19925,485.1,-5031.96,19475,476.42,-14980.9,19475,950.55,-15101.48,19925,959.24,-5152.54,19925,985.1,-5031.96,19475,976.42
桥预制板new28,-31313.24,5975,138.09,-31902.72,8175,180.55,-21953.78,8175,206.42,-21364.29,5975,163.95,-31313.24,5975,638.09,-31902.72,8175,680.55,-21953.78,8175,706.42,-21364.29,5975,663.95
桥预制板new29,-21343.59,5975,164.01,-21933.08,8175,206.47,-11973.78,8175,232.37,-11384.29,5975,189.9,-21343.59,5975,664.01,-21933.08,8175,706.47,-11973.78,8175,732.37,-11384.29,5975,689.9
桥预制板new30,-11363.59,5975,189.95,-11953.08,8175,232.42,-2004.13,8175,258.29,-1414.65,5975,215.82,-11363.59,5975,689.95,-11953.08,8175,732.42,-2004.13,8175,758.29,-1414.65,5975,715.82
桥现浇混凝土31,-31145.77,5350,126.02,-31313.24,5975,138.09,-21364.29,5975,163.95,-21196.83,5350,151.89,-31145.77,5350,626.02,-31313.24,5975,638.09,-21364.29,5975,663.95,-21196.83,5350,651.89
桥现浇混凝土32,-21176.12,5350,151.94,-21343.59,5975,164.01,-11384.29,5975,189.9,-11216.83,5350,177.84,-21176.12,5350,651.94,-21343.59,5975,664.01,-11384.29,5975,689.9,-11216.83,5350,677.84
桥现浇混凝土33,-11196.12,5350,177.89,-11363.59,5975,189.95,-1414.65,5975,215.82,-1247.18,5350,203.76,-11196.12,5350,677.89,-11363.59,5975,689.95,-1414.65,5975,715.82,-1247.18,5350,703.76
桥预制板new34,-32070.19,8800,192.62,-32659.68,11000,235.08,-22710.74,11000,260.95,-22121.25,8800,218.48,-32070.19,8800,692.62,-32659.68,11000,735.08,-22710.74,11000,760.95,-22121.25,8800,718.48
桥预制板new35,-22100.54,8800,218.54,-22690.03,11000,261.01,-12730.74,11000,286.9,-12141.25,8800,244.43,-22100.54,8800,718.54,-22690.03,11000,761.01,-12730.74,11000,786.9,-12141.25,8800,744.43
桥预制板new36,-12120.54,8800,244.49,-12710.03,11000,286.95,-2761.09,11000,312.82,-2171.6,8800,270.35,-12120.54,8800,744.49,-12710.03,11000,786.95,-2761.09,11000,812.82,-2171.6,8800,770.35
桥现浇混凝土37,-31902.72,8175,180.55,-32070.19,8800,192.62,-22121.25,8800,218.48,-21953.78,8175,206.42,-31902.72,8175,680.55,-32070.19,8800,692.62,-22121.25,8800,718.48,-21953.78,8175,706.42
桥现浇混凝土38,-21933.08,8175,206.47,-22100.54,8800,218.54,-12141.25,8800,244.43,-11973.78,8175,232.37,-21933.08,8175,706.47,-22100.54,8800,718.54,-12141.25,8800,744.43,-11973.78,8175,732.37
桥现浇混凝土39,-11953.08,8175,232.42,-12120.54,8800,244.49,-2171.6,8800,270.35,-2004.13,8175,258.29,-11953.08,8175,732.42,-12120.54,8800,744.49,-2171.6,8800,770.35,-2004.13,8175,758.29
桥预制板new40,-32827.15,11625,247.15,-33416.64,13825,289.62,-23467.7,13825,315.48,-22878.21,11625,273.02,-32827.15,11625,747.15,-33416.64,13825,789.62,-23467.7,13825,815.48,-22878.21,11625,773.02
桥预制板new41,-22857.5,11625,273.07,-23446.99,13825,315.54,-13487.7,13825,341.43,-12898.21,11625,298.96,-22857.5,11625,773.07,-23446.99,13825,815.54,-13487.7,13825,841.43,-12898.21,11625,798.96
桥预制板new42,-12877.5,11625,299.02,-13466.99,13825,341.49,-3518.05,13825,367.35,-2928.56,11625,324.89,-12877.5,11625,799.02,-13466.99,13825,841.49,-3518.05,13825,867.35,-2928.56,11625,824.89
桥现浇混凝土43,-32659.68,11000,235.08,-32827.15,11625,247.15,-22878.21,11625,273.02,-22710.74,11000,260.95,-32659.68,11000,735.08,-32827.15,11625,747.15,-22878.21,11625,773.02,-22710.74,11000,760.95
桥现浇混凝土44,-22690.03,11000,261.01,-22857.5,11625,273.07,-12898.21,11625,298.96,-12730.74,11000,286.9,-22690.03,11000,761.01,-22857.5,11625,773.07,-12898.21,11625,798.96,-12730.74,11000,786.9
桥现浇混凝土45,-12710.03,11000,286.95,-12877.5,11625,299.02,-2928.56,11625,324.89,-2761.09,11000,312.82,-12710.03,11000,786.95,-12877.5,11625,799.02,-2928.56,11625,824.89,-2761.09,11000,812.82
桥预制板new46,-33584.11,14450,301.68,-34173.59,16650,344.15,-24224.65,16650,370.02,-23635.16,14450,327.55,-33584.11,14450,801.68,-34173.59,16650,844.15,-24224.65,16650,870.02,-23635.16,14450,827.55
桥预制板new47,-23614.46,14450,327.6,-24203.95,16650,370.07,-14244.65,16650,395.96,-13655.16,14450,353.5,-23614.46,14450,827.6,-24203.95,16650,870.07,-14244.65,16650,895.96,-13655.16,14450,853.5
桥预制板new48,-13634.46,14450,353.55,-14223.95,16650,396.02,-4275,16650,421.88,-3685.52,14450,379.42,-13634.46,14450,853.55,-14223.95,16650,896.02,-4275,16650,921.88,-3685.52,14450,879.42
桥现浇混凝土49,-33416.64,13825,289.62,-33584.11,14450,301.68,-23635.16,14450,327.55,-23467.7,13825,315.48,-33416.64,13825,789.62,-33584.11,14450,801.68,-23635.16,14450,827.55,-23467.7,13825,815.48
桥现浇混凝土50,-23446.99,13825,315.54,-23614.46,14450,327.6,-13655.16,14450,353.5,-13487.7,13825,341.43,-23446.99,13825,815.54,-23614.46,14450,827.6,-13655.16,14450,853.5,-13487.7,13825,841.43
桥现浇混凝土51,-13466.99,13825,341.49,-13634.46,14450,353.55,-3685.52,14450,379.42,-3518.05,13825,367.35,-13466.99,13825,841.49,-13634.46,14450,853.55,-3685.52,14450,879.42,-3518.05,13825,867.35
桥预制板new52,-34341.06,17275,356.21,-34930.55,19475,398.68,-24981.61,19475,424.55,-24392.12,17275,382.08,-34341.06,17275,856.21,-34930.55,19475,898.68,-24981.61,19475,924.55,-24392.12,17275,882.08
桥预制板new53,-24371.41,17275,382.13,-24960.9,19475,424.6,-15001.61,19475,450.5,-14412.12,17275,408.03,-24371.41,17275,882.13,-24960.9,19475,924.6,-15001.61,19475,950.5,-14412.12,17275,908.03
桥预制板new54,-14391.41,17275,408.08,-14980.9,19475,450.55,-5031.96,19475,476.42,-4442.47,17275,433.95,-14391.41,17275,908.08,-14980.9,19475,950.55,-5031.96,19475,976.42,-4442.47,17275,933.95
桥现浇混凝土55,-34173.59,16650,344.15,-34341.06,17275,356.21,-24392.12,17275,382.08,-24224.65,16650,370.02,-34173.59,16650,844.15,-34341.06,17275,856.21,-24392.12,17275,882.08,-24224.65,16650,870.02
桥现浇混凝土56,-24203.95,16650,370.07,-24371.41,17275,382.13,-14412.12,17275,408.03,-14244.65,16650,395.96,-24203.95,16650,870.07,-24371.41,17275,882.13,-14412.12,17275,908.03,-14244.65,16650,895.96
桥现浇混凝土57,-14223.95,16650,396.02,-14391.41,17275,408.08,-4442.47,17275,433.95,-4275,16650,421.88,-14223.95,16650,896.02,-14391.41,17275,908.08,-4442.47,17275,933.95,-4275,16650,921.88
桥预制板new58,-36471.26,25225,509.67,-37080.84,27500,553.59,-27131.9,27500,579.46,-26522.32,25225,535.54,-36471.26,25225,1009.67,-37080.84,27500,1053.59,-27131.9,27500,1079.46,-26522.32,25225,1035.54
桥预制板new59,-26501.61,25225,535.6,-27111.19,27500,579.51,-17151.9,27500,605.41,-16542.32,25225,561.49,-26501.61,25225,1035.6,-27111.19,27500,1079.51,-17151.9,27500,1105.41,-16542.32,25225,1061.49
桥预制板new60,-16521.61,25225,561.54,-17131.19,27500,605.46,-7182.25,27500,631.33,-6572.67,25225,587.41,-16521.61,25225,1061.54,-17131.19,27500,1105.46,-7182.25,27500,1131.33,-6572.67,25225,1087.41
桥预制板new61,-35761.19,22575,458.52,-36350.68,24775,500.99,-26401.74,24775,526.86,-25812.25,22575,484.39,-35761.19,22575,958.52,-36350.68,24775,1000.99,-26401.74,24775,1026.86,-25812.25,22575,984.39
桥预制板new62,-25791.55,22575,484.44,-26381.03,24775,526.91,-16421.74,24775,552.8,-15832.25,22575,510.34,-25791.55,22575,984.44,-26381.03,24775,1026.91,-16421.74,24775,1052.8,-15832.25,22575,1010.34
桥预制板new63,-15811.55,22575,510.39,-16401.03,24775,552.86,-6452.09,24775,578.72,-5862.6,22575,536.26,-15811.55,22575,1010.39,-16401.03,24775,1052.86,-6452.09,24775,1078.72,-5862.6,22575,1036.26
桥预制板new64,-35051.13,19925,407.37,-35640.62,22125,449.83,-25691.67,22125,475.7,-25102.19,19925,433.23,-35051.13,19925,907.37,-35640.62,22125,949.83,-25691.67,22125,975.7,-25102.19,19925,933.23
桥预制板new65,-25081.48,19925,433.29,-25670.97,22125,475.76,-15711.67,22125,501.65,-15122.19,19925,459.18,-25081.48,19925,933.29,-25670.97,22125,975.76,-15711.67,22125,1001.65,-15122.19,19925,959.18
桥预制板new66,-15101.48,19925,459.24,-15690.97,22125,501.7,-5742.03,22125,527.57,-5152.54,19925,485.1,-15101.48,19925,959.24,-15690.97,22125,1001.7,-5742.03,22125,1027.57,-5152.54,19925,985.1
桥头搭板67,-35634.02,0,7.35000000000002,-43002.62,27500,538.19,-37619.19,27500,552.19,-30250.58,0,21.35,-35634.02,0,357.35,-43002.62,27500,888.19,-37619.19,27500,902.19,-30250.58,0,371.35
桥头搭板68,724.69,0,101.88,-6643.91,27500,632.73,-1260.47,27500,646.72,6108.13,0,115.88,724.69,0,451.88,-6643.91,27500,982.73,-1260.47,27500,996.72,6108.13,0,465.88
桥垫石77,-36873.18,26725,138.63,-36169.19,26725,140.46,-36316.57,27275,151.08,-37020.55,27275,149.25,-36873.18,26725,338.63,-36169.19,26725,340.46,-36316.57,27275,351.08,-37020.55,27275,349.25
桥垫石78,-27638.58,26725,162.64,-26189.19,26725,166.41,-26336.57,27275,177.02,-27785.95,27275,173.26,-27638.58,26725,362.64,-26189.19,26725,366.41,-26336.57,27275,377.02,-27785.95,27275,373.26
桥垫石79,-7678.58,26725,214.54,-6974.59,26725,216.37,-7121.96,27275,226.98,-7825.95,27275,225.15,-7678.58,26725,414.54,-6974.59,26725,416.37,-7121.96,27275,426.98,-7825.95,27275,425.15
桥垫石80,-17658.58,26725,188.59,-16209.19,26725,192.36,-16356.57,27275,202.97,-17805.95,27275,199.2,-17658.58,26725,388.59,-16209.19,26725,392.36,-16356.57,27275,402.97,-17805.95,27275,399.2
桥垫石81,-36658.82,25925,123.19,-35954.83,25925,125.02,-36102.21,26475,135.63,-36806.19,26475,133.8,-36658.82,25925,323.19,-35954.83,25925,325.02,-36102.21,26475,335.63,-36806.19,26475,333.8
桥垫石82,-27424.22,25925,147.2,-25974.83,25925,150.97,-26122.21,26475,161.58,-27571.59,26475,157.81,-27424.22,25925,347.2,-25974.83,25925,350.97,-26122.21,26475,361.58,-27571.59,26475,357.81
桥垫石83,-7464.22,25925,199.09,-6760.23,25925,200.92,-6907.61,26475,211.54,-7611.59,26475,209.71,-7464.22,25925,399.09,-6760.23,25925,400.92,-6907.61,26475,411.54,-7611.59,26475,409.71
桥垫石84,-17444.22,25925,173.15,-15994.83,25925,176.91,-16142.21,26475,187.53,-17591.59,26475,183.76,-17444.22,25925,373.15,-15994.83,25925,376.91,-16142.21,26475,387.53,-17591.59,26475,383.76
桥垫石85,-36444.46,25125,107.74,-35740.47,25125,109.57,-35887.85,25675,120.19,-36591.83,25675,118.36,-36444.46,25125,307.74,-35740.47,25125,309.57,-35887.85,25675,320.19,-36591.83,25675,318.36
桥垫石86,-27209.86,25125,131.75,-25760.47,25125,135.52,-25907.85,25675,146.14,-27357.23,25675,142.37,-27209.86,25125,331.75,-25760.47,25125,335.52,-25907.85,25675,346.14,-27357.23,25675,342.37
桥垫石87,-7249.86,25125,183.65,-6545.87,25125,185.48,-6693.25,25675,196.1,-7397.23,25675,194.27,-7249.86,25125,383.65,-6545.87,25125,385.48,-6693.25,25675,396.1,-7397.23,25675,394.27
桥垫石88,-17229.86,25125,157.7,-15780.47,25125,161.47,-15927.85,25675,172.09,-17377.23,25675,168.32,-17229.86,25125,357.7,-15780.47,25125,361.47,-15927.85,25675,372.09,-17377.23,25675,368.32
桥垫石89,-36230.1,24325,92.3,-35526.12,24325,94.13,-35673.49,24875,104.75,-36377.48,24875,102.92,-36230.1,24325,292.3,-35526.12,24325,294.13,-35673.49,24875,304.75,-36377.48,24875,302.92
桥垫石90,-26995.5,24325,116.31,-25546.12,24325,120.08,-25693.49,24875,130.7,-27142.87,24875,126.93,-26995.5,24325,316.31,-25546.12,24325,320.08,-25693.49,24875,330.7,-27142.87,24875,326.93
桥垫石91,-7035.5,24325,168.21,-6331.51,24325,170.04,-6478.89,24875,180.65,-7182.87,24875,178.82,-7035.5,24325,368.21,-6331.51,24325,370.04,-6478.89,24875,380.65,-7182.87,24875,378.82
桥垫石92,-17015.5,24325,142.26,-15566.12,24325,146.03,-15713.49,24875,156.64,-17162.87,24875,152.88,-17015.5,24325,342.26,-15566.12,24325,346.03,-15713.49,24875,356.64,-17162.87,24875,352.88
桥垫石93,-35982.25,23400,74.45,-35278.26,23400,76.28,-35425.63,23950,86.89,-36129.62,23950,85.06,-35982.25,23400,274.45,-35278.26,23400,276.28,-35425.63,23950,286.89,-36129.62,23950,285.06
桥垫石94,-26747.65,23400,98.46,-25298.26,23400,102.22,-25445.63,23950,112.84,-26895.02,23950,109.07,-26747.65,23400,298.46,-25298.26,23400,302.22,-25445.63,23950,312.84,-26895.02,23950,309.07
桥垫石95,-6787.65,23400,150.35,-6083.66,23400,152.18,-6231.03,23950,162.8,-6935.02,23950,160.97,-6787.65,23400,350.35,-6083.66,23400,352.18,-6231.03,23950,362.8,-6935.02,23950,360.97
桥垫石96,-16767.65,23400,124.4,-15318.26,23400,128.17,-15465.63,23950,138.79,-16915.02,23950,135.02,-16767.65,23400,324.4,-15318.26,23400,328.17,-15465.63,23950,338.79,-16915.02,23950,335.02
桥垫石97,-35734.4,22475,56.59,-35030.41,22475,58.42,-35177.78,23025,69.04,-35881.77,23025,67.21,-35734.4,22475,256.59,-35030.41,22475,258.42,-35177.78,23025,269.04,-35881.77,23025,267.21
桥垫石98,-26499.8,22475,80.6,-25050.41,22475,84.37,-25197.78,23025,94.99,-26647.17,23025,91.22,-26499.8,22475,280.6,-25050.41,22475,284.37,-25197.78,23025,294.99,-26647.17,23025,291.22
桥垫石99,-6539.8,22475,132.5,-5835.81,22475,134.33,-5983.18,23025,144.94,-6687.17,23025,143.11,-6539.8,22475,332.5,-5835.81,22475,334.33,-5983.18,23025,344.94,-6687.17,23025,343.11
桥垫石100,-16519.8,22475,106.55,-15070.41,22475,110.32,-15217.78,23025,120.93,-16667.17,23025,117.17,-16519.8,22475,306.55,-15070.41,22475,310.32,-15217.78,23025,320.93,-16667.17,23025,317.17
桥垫石101,-35520.04,21675,41.15,-34816.05,21675,42.98,-34963.42,22225,53.6,-35667.41,22225,51.76,-35520.04,21675,241.15,-34816.05,21675,242.98,-34963.42,22225,253.6,-35667.41,22225,251.76
桥垫石102,-26285.44,21675,65.16,-24836.05,21675,68.93,-24983.42,22225,79.54,-26432.81,22225,75.77,-26285.44,21675,265.16,-24836.05,21675,268.93,-24983.42,22225,279.54,-26432.81,22225,275.77
桥垫石103,-6325.44,21675,117.05,-5621.45,21675,118.88,-5768.82,22225,129.5,-6472.81,22225,127.67,-6325.44,21675,317.05,-5621.45,21675,318.88,-5768.82,22225,329.5,-6472.81,22225,327.67
桥垫石104,-16305.44,21675,91.11,-14856.05,21675,94.87,-15003.42,22225,105.49,-16452.81,22225,101.72,-16305.44,21675,291.11,-14856.05,21675,294.87,-15003.42,22225,305.49,-16452.81,22225,301.72
桥垫石105,-35272.18,20750,23.29,-34568.2,20750,25.12,-34715.57,21300,35.74,-35419.56,21300,33.91,-35272.18,20750,223.29,-34568.2,20750,225.12,-34715.57,21300,235.74,-35419.56,21300,233.91
桥垫石106,-26037.58,20750,47.3,-24588.2,20750,51.07,-24735.57,21300,61.69,-26184.96,21300,57.92,-26037.58,20750,247.3,-24588.2,20750,251.07,-24735.57,21300,261.69,-26184.96,21300,257.92
桥垫石107,-6077.58,20750,99.2,-5373.6,20750,101.03,-5520.97,21300,111.65,-6224.96,21300,109.82,-6077.58,20750,299.2,-5373.6,20750,301.03,-5520.97,21300,311.65,-6224.96,21300,309.82
桥垫石108,-16057.58,20750,73.25,-14608.2,20750,77.02,-14755.57,21300,87.64,-16204.96,21300,83.87,-16057.58,20750,273.25,-14608.2,20750,277.02,-14755.57,21300,287.64,-16204.96,21300,283.87
桥垫石109,-35024.33,19825,5.44,-34320.34,19825,7.26999999999998,-34467.72,20375,17.88,-35171.7,20375,16.05,-35024.33,19825,205.44,-34320.34,19825,207.27,-34467.72,20375,217.88,-35171.7,20375,216.05
桥垫石110,-25789.73,19825,29.45,-24340.34,19825,33.22,-24487.72,20375,43.83,-25937.1,20375,40.06,-25789.73,19825,229.45,-24340.34,19825,233.22,-24487.72,20375,243.83,-25937.1,20375,240.06
桥垫石111,-5829.73,19825,81.34,-5125.74,19825,83.17,-5273.12,20375,93.79,-5977.1,20375,91.96,-5829.73,19825,281.34,-5125.74,19825,283.17,-5273.12,20375,293.79,-5977.1,20375,291.96
桥垫石112,-15809.73,19825,55.39,-14360.34,19825,59.16,-14507.72,20375,69.78,-15957.1,20375,66.01,-15809.73,19825,255.39,-14360.34,19825,259.16,-14507.72,20375,269.78,-15957.1,20375,266.01
桥垫石113,-34809.97,19025,-10.01,-34105.98,19025,-8.18000000000001,-34253.36,19575,2.44,-34957.34,19575,0.610000000000014,-34809.97,19025,189.99,-34105.98,19025,191.82,-34253.36,19575,202.44,-34957.34,19575,200.61
桥垫石114,-25575.37,19025,14,-24125.98,19025,17.77,-24273.36,19575,28.39,-25722.74,19575,24.62,-25575.37,19025,214,-24125.98,19025,217.77,-24273.36,19575,228.39,-25722.74,19575,224.62
桥垫石115,-5615.37,19025,65.9,-4911.38,19025,67.73,-5058.76,19575,78.35,-5762.74,19575,76.52,-5615.37,19025,265.9,-4911.38,19025,267.73,-5058.76,19575,278.35,-5762.74,19575,276.52
桥垫石116,-15595.37,19025,39.95,-14145.98,19025,43.72,-14293.36,19575,54.34,-15742.74,19575,50.57,-15595.37,19025,239.95,-14145.98,19025,243.72,-14293.36,19575,254.34,-15742.74,19575,250.57
桥垫石117,-34562.12,18100,-27.86,-33858.13,18100,-26.03,-34005.5,18650,-15.41,-34709.49,18650,-17.24,-34562.12,18100,172.14,-33858.13,18100,173.97,-34005.5,18650,184.59,-34709.49,18650,182.76
桥垫石118,-25327.52,18100,-3.85000000000002,-23878.13,18100,-0.0799999999999841,-24025.5,18650,10.53,-25474.89,18650,6.76999999999998,-25327.52,18100,196.15,-23878.13,18100,199.92,-24025.5,18650,210.53,-25474.89,18650,206.77
桥垫石119,-5367.52,18100,48.04,-4663.53,18100,49.87,-4810.9,18650,60.49,-5514.89,18650,58.66,-5367.52,18100,248.04,-4663.53,18100,249.87,-4810.9,18650,260.49,-5514.89,18650,258.66
桥垫石120,-15347.52,18100,22.1,-13898.13,18100,25.86,-14045.5,18650,36.48,-15494.89,18650,32.71,-15347.52,18100,222.1,-13898.13,18100,225.86,-14045.5,18650,236.48,-15494.89,18650,232.71
桥垫石121,-34341.06,17275,-43.79,-33637.07,17275,-41.96,-33757.65,17725,-33.27,-34461.64,17725,-35.1,-34341.06,17275,156.21,-33637.07,17275,158.04,-33757.65,17725,166.73,-34461.64,17725,164.9
桥垫石122,-25106.46,17275,-19.78,-23657.07,17275,-16.01,-23777.65,17725,-7.31999999999999,-25227.04,17725,-11.09,-25106.46,17275,180.22,-23657.07,17275,183.99,-23777.65,17725,192.68,-25227.04,17725,188.91
桥垫石123,-5146.46,17275,32.12,-4442.47,17275,33.95,-4563.05,17725,42.64,-5267.04,17725,40.81,-5146.46,17275,232.12,-4442.47,17275,233.95,-4563.05,17725,242.64,-5267.04,17725,240.81
桥垫石124,-15126.46,17275,6.17000000000002,-13677.07,17275,9.94,-13797.65,17725,18.63,-15247.04,17725,14.86,-15126.46,17275,206.17,-13677.07,17275,209.94,-13797.65,17725,218.63,-15247.04,17725,214.86
桥垫石125,-34053.02,16200,-64.54,-33271.38,16200,-62.51,-33418.75,16750,-51.89,-34200.39,16750,-53.92,-34053.02,16200,135.46,-33271.38,16200,137.49,-33418.75,16750,148.11,-34200.39,16750,146.08
桥垫石126,-24714.89,16200,-40.26,-23472.56,16200,-37.03,-23619.93,16750,-26.41,-24862.26,16750,-29.64,-24714.89,16200,159.74,-23472.56,16200,162.97,-23619.93,16750,173.59,-24862.26,16750,170.36
桥垫石127,-4936.06,16200,11.17,-4154.43,16200,13.2,-4301.8,16750,23.82,-5083.43,16750,21.78,-4936.06,16200,211.17,-4154.43,16200,213.2,-4301.8,16750,223.82,-5083.43,16750,221.78
桥垫石128,-14734.89,16200,-14.31,-13492.56,16200,-11.08,-13639.93,16750,-0.45999999999998,-14882.26,16750,-3.69,-14734.89,16200,185.69,-13492.56,16200,188.92,-13639.93,16750,199.54,-14882.26,16750,196.31
桥垫石129,-33805.16,15275,-82.39,-33023.53,15275,-80.36,-33170.9,15825,-69.74,-33952.54,15825,-71.78,-33805.16,15275,117.61,-33023.53,15275,119.64,-33170.9,15825,130.26,-33952.54,15825,128.22
桥垫石130,-24467.03,15275,-58.11,-23224.7,15275,-54.88,-23372.08,15825,-44.27,-24614.41,15825,-47.5,-24467.03,15275,141.89,-23224.7,15275,145.12,-23372.08,15825,155.73,-24614.41,15825,152.5
桥垫石131,-4688.21,15275,-6.69,-3906.57,15275,-4.66000000000003,-4053.95,15825,5.95999999999998,-4835.58,15825,3.93000000000001,-4688.21,15275,193.31,-3906.57,15275,195.34,-4053.95,15825,205.96,-4835.58,15825,203.93
桥垫石132,-14487.03,15275,-32.17,-13244.7,15275,-28.94,-13392.08,15825,-18.32,-14634.41,15825,-21.55,-14487.03,15275,167.83,-13244.7,15275,171.06,-13392.08,15825,181.68,-14634.41,15825,178.45
桥垫石133,-33557.31,14350,-100.25,-32775.68,14350,-98.22,-32923.05,14900,-87.6,-33704.68,14900,-89.63,-33557.31,14350,99.75,-32775.68,14350,101.78,-32923.05,14900,112.4,-33704.68,14900,110.37
桥垫石134,-24219.18,14350,-75.97,-22976.85,14350,-72.74,-23124.22,14900,-62.12,-24366.55,14900,-65.35,-24219.18,14350,124.03,-22976.85,14350,127.26,-23124.22,14900,137.88,-24366.55,14900,134.65
桥垫石135,-4440.35,14350,-24.54,-3658.72,14350,-22.51,-3806.09,14900,-11.9,-4587.73,14900,-13.93,-4440.35,14350,175.46,-3658.72,14350,177.49,-3806.09,14900,188.1,-4587.73,14900,186.07
桥垫石136,-14239.18,14350,-50.02,-12996.85,14350,-46.79,-13144.22,14900,-36.17,-14386.55,14900,-39.41,-14239.18,14350,149.98,-12996.85,14350,153.21,-13144.22,14900,163.83,-14386.55,14900,160.59
桥垫石137,-33296.06,13375,-119.07,-32514.43,13375,-117.04,-32661.8,13925,-106.42,-33443.43,13925,-108.45,-33296.06,13375,80.93,-32514.43,13375,82.96,-32661.8,13925,93.58,-33443.43,13925,91.55
桥垫石138,-23957.93,13375,-94.79,-22715.6,13375,-91.56,-22862.97,13925,-80.94,-24105.3,13925,-84.17,-23957.93,13375,105.21,-22715.6,13375,108.44,-22862.97,13925,119.06,-24105.3,13925,115.83
桥垫石139,-4179.1,13375,-43.37,-3397.47,13375,-41.33,-3544.84,13925,-30.72,-4326.48,13925,-32.75,-4179.1,13375,156.63,-3397.47,13375,158.67,-3544.84,13925,169.28,-4326.48,13925,167.25
桥垫石140,-13977.93,13375,-68.84,-12735.6,13375,-65.61,-12882.97,13925,-55,-14125.3,13925,-58.23,-13977.93,13375,131.16,-12735.6,13375,134.39,-12882.97,13925,145,-14125.3,13925,141.77
